County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Crawford,Titusville City 3,16  ,50  ,64  ,0,106,
Luzerne,Butler Twp,9  ,27  ,117  ,0,106,
Cambria,Barr Twp,13  ,35  ,73  ,0,106,
Washington,Boro Of New Eagle,14  ,46  ,39  ,0,106,
Snyder,Shamokin Dam Boro,15  ,27  ,85  ,0,105,
Erie,Greenfield Twp,16  ,49  ,4  ,0,105,
Mercer,Lackawannock,16  ,50  ,7  ,0,105,
Washington,Twp. Of North Bethlehem,14  ,46  ,50  ,0,105,
Tioga,Richmond Twp,15  ,23  ,68  ,0,105,
Cambria,Clearfield Twp,13  ,35  ,71  ,0,105,
Mercer,Springfield,16  ,50  ,17  ,0,105,
Armstrong,South Buffalo Twp,15  ,41  ,60  ,0,104,
Erie,Franklin Twp,16  ,49  ,4  ,0,104,
Somerset,Jefferson Twp,14  ,32  ,69  ,0,104,
Juniata,Milford,13  ,30  ,86  ,0,103,
Washington,Boro Of East Washington,14  ,46  ,48  ,0,103,
Lebanon,Cleona Boro,9  ,48  ,102  ,0,103,
Lancaster,Colerain Twp,11  ,13  ,100  ,0,103,
Chester,W Grove Boro,6  ,9  ,13  ,0,103,
Franklin,Letterkenny Twp,13  ,33  ,81  ,0,102,
Clearfield,Decatur Twp.,15  ,35  ,73  ,0,102,
Luzerne,Newport Twp,9  ,20  ,119  ,0,102,
York,Hallam Boro,11  ,28  ,47  ,0,101,
Northumberland,Shamokin Twp,9  ,27  ,107  ,0,101,
Luzerne,Slocum Twp,9  ,27  ,117  ,0,101,
Beaver,Big Beaver,17  ,47  ,14  ,0,101,
Chester,W Nottingham,6  ,19  ,13  ,0,101,
Armstrong,Parks Twp,15  ,41  ,60  ,0,101,
Lehigh,Hanover,7  ,18  ,133  ,0,100,
Susquehanna,Auburn Twp,9  ,20  ,111  ,0,100,
Northumberland,Kulpmont Boro,9  ,27  ,107  ,0,100,
Washington,Township Of Carroll,14  ,46  ,39  ,0,100,
Allegheny,Braddock,12  ,45  ,34  ,0,100,
Bedford,Hopewell Twp,13  ,32  ,78  ,0,99,
Dauphin,Washington Twp,10  ,34  ,125  ,0,99,
Erie,Union Twp,16  ,49  ,4  ,0,99,
Clearfield,Cooper Twp.,15  ,35  ,73  ,0,99,
Beaver,Vanport,17  ,47  ,15  ,0,99,
Somerset,Conemaugh Twp,13  ,32  ,69  ,0,99,
Allegheny,Kilbuck,17  ,37  ,30  ,0,99,
Jefferson,Bell Twp,15  ,41  ,66  ,0,99,
Columbia,Greenwood Twp,9  ,27  ,109  ,0,98,
Susquehanna,Silver Lake Twp,9  ,20  ,111  ,0,98,
Clearfield,Woodward Twp.,15  ,35  ,73  ,0,98,
Chester,Elk Twp,6  ,19  ,13  ,0,98,
Clearfield,Bradford Twp.,15  ,35  ,73  ,0,98,
Huntingdon,Warriors Mark Twp,13  ,30  ,80  ,0,98,
Westmoreland,Derry,14  ,41  ,59  ,0,98,
Greene,Dunkard Twp,14  ,46  ,50  ,0,97,
Mercer,Mn023,16  ,50  ,17  ,0,97,
Somerset,Stonycreek Twp,14  ,32  ,69  ,0,96,
Allegheny,Sewickley Ht,17  ,37  ,44  ,0,96,
Susquehanna,Montrose Boro,9  ,20  ,111  ,0,96,
Washington,Township Of Donegal,14  ,46  ,15  ,0,96,
Crawford,(Empty),16  ,50  ,6  ,0,96,
Allegheny,Frazer,17  ,38  ,33  ,0,95,
Berks,Pike Twp,4  ,24  ,130  ,0,95,
Chester,S Coatesville Boro,6  ,19  ,74  ,0,95,
Bradford,"Towanda Twp, North",9  ,23  ,68  ,0,95,
Cambria,Susquehanna Twp,13  ,35  ,73  ,0,95,
Berks,Albany Twp,9  ,48  ,124  ,0,95,
Beaver,Industry Boro,17  ,47  ,15  ,0,94,
Crawford,Meadville City 1-1,16  ,50  ,6  ,0,94,
Lebanon,Myerstown Boro,9  ,48  ,102  ,0,94,
Mercer,Jefferson,16  ,50  ,17  ,0,94,
Schuylkill,Cass Twp,9  ,29  ,123  ,0,94,
Perry,Saville Twp,13  ,34  ,86  ,0,94,
Adams,Tyrone Twp,13  ,33  ,193  ,0,94,
Clarion,Paint Twp.,15  ,21  ,63  ,0,93,
Berks,Robesonia Boro,9  ,48  ,5  ,0,93,
Centre,Union Twp.,15  ,25  ,82  ,0,93,
Mercer,E Lackawannock,16  ,50  ,17  ,0,93,
Venango,Rockland Twp,15  ,21  ,64  ,0,92,
Carbon,Weatherly Boro,7  ,29  ,122  ,0,92,
Washington,Boro Of Speers,14  ,46  ,50  ,0,92,
Somerset,Brothersvalley Twp,14  ,32  ,69  ,0,92,
Erie,Union City Boro,16  ,49  ,4  ,0,92,
Schuylkill,Ashland Boro,9  ,29  ,123  ,0,92,
Chester,Upper Oxford Twnship,6  ,19  ,13  ,0,92,
Northumberland,West Chillisquaque Twp,9  ,27  ,108  ,0,91,
Allegheny,Versailles,12  ,45  ,35  ,0,91,
Washington,Township Of Hanover,14  ,46  ,15  ,0,90,
Mckean,Wetmore Twp,15  ,25  ,67  ,0,90,
Berks,Upper Bern Twp,9  ,48  ,124  ,0,90,
Crawford,Cambridge Twp,16  ,50  ,65  ,0,90,
Centre,Haines Twp.,15  ,25  ,171  ,0,90,
Bedford,St. Clair Twp West,13  ,32  ,78  ,0,90,
Crawford,Bloomfield Twp,16  ,50  ,65  ,0,90,
Crawford,Cussewago Twp,16  ,50  ,65  ,0,90,
Clearfield,Boggs Twp,15  ,35  ,73  ,0,90,
Allegheny,Wilmerding,12  ,45  ,25  ,0,89,
Cameron,Borough Of Emporium,15  ,25  ,67  ,0,89,
York,Stewartstown Boro,11  ,28  ,93  ,0,89,
Crawford,Rockdale Twp,16  ,50  ,65  ,0,89,
Fayette,Connellsville Twp,14  ,32  ,52  ,0,89,
Luzerne,Conyngham Twp,9  ,27  ,117  ,0,89,
Somerset,Quemahoning Twp,14  ,32  ,69  ,0,88,
Huntingdon,Mount Union Boro,13  ,30  ,81  ,0,88,
Westmoreland,Lower Burrell,14  ,41  ,55  ,0,88,
Blair,Duncansville Boro,13  ,30  ,80  ,0,88,
Fayette,Brownsville Boro,14  ,32  ,52  ,0,88,
Mercer,Liberty,16  ,50  ,17  ,0,88,
Washington,Twp. Of West Pike Run,14  ,46  ,50  ,0,87,
Luzerne,Sugar Notch Boro,8  ,20  ,119  ,0,87,
Schuylkill,Porter Twp,9  ,29  ,107  ,0,87,
Berks,Tulpehocken Twp,9  ,48  ,5  ,0,86,
Cambria,East Carroll Townshp,13  ,35  ,73  ,0,86,
Bradford,Canton Twp,9  ,23  ,68  ,0,86,
Tioga,Mansfield Boro,15  ,23  ,68  ,0,86,
Delaware,Lower Chichester Twp,5  ,9  ,159  ,0,86,
York,Lower Chanceford Twp,11  ,28  ,94  ,0,85,
Dauphin,Paxtang Boro,10  ,15  ,104  ,0,85,
Washington,Township Of Robinson,14  ,46  ,15  ,0,85,
Warren,Brokenstraw Twp,15  ,21  ,65  ,0,85,
Blair,Tyrone Twp,13  ,30  ,80  ,0,84,
Crawford,Meadville City 2-1,16  ,50  ,6  ,0,84,
Lawrence,Taylor Twp,16  ,50  ,9  ,0,84,
Armstrong,West Franklin Twp,15  ,41  ,63  ,0,84,
Bedford,Kimmel Twp,13  ,32  ,78  ,0,84,
Sullivan,Cherry Twp,9  ,23  ,84  ,0,84,
Westmoreland,Loyalhanna Twp,14  ,41  ,55  ,0,84,
Mckean,Keating Twp,15  ,25  ,67  ,0,84,
Allegheny,E Pittsburgh,12  ,45  ,34  ,0,83,
Susquehanna,Forest City Boro,9  ,20  ,111  ,0,83,
Jefferson,Reynoldsville Boro,15  ,25  ,66  ,0,83,
Allegheny,East Deer,17  ,38  ,33  ,0,83,
Cambria,Summerhill Twp,13  ,35  ,71  ,0,83,
Centre,Huston Twp.,15  ,35  ,77  ,0,83,
Bradford,Wysox Twp,9  ,23  ,110  ,0,82,
Clarion,Limestone Twp.,15  ,21  ,63  ,0,82,
Washington,Twp. Of East Bethlehem,14  ,46  ,50  ,0,82,
Union,Union Twsp,15  ,23  ,85  ,0,82,
Susquehanna,New Milford Twp,9  ,20  ,111  ,0,82,
Mckean,Liberty Twp,15  ,25  ,67  ,0,82,
Juniata,Walker,13  ,30  ,86  ,0,82,
Dauphin,Lykens Boro,10  ,34  ,125  ,0,81,
Beaver,Pulaski Twp,17  ,47  ,14  ,0,81,
Mckean,Port Allegany Boro,15  ,25  ,67  ,0,81,
Susquehanna,Springville Twp,9  ,20  ,111  ,0,81,
Armstrong,Cowanshannock Twp,15  ,41  ,63  ,0,81,
Jefferson,Washington Twp,15  ,25  ,66  ,0,81,
Somerset,Berlin Boro,14  ,32  ,69  ,0,81,
Berks,St Lawrence Boro,6  ,11  ,126  ,0,81,
Cambria,Ferndale Boro,13  ,35  ,71  ,0,81,
Delaware,East Lansdowne Boro,5  ,26  ,164  ,0,80,
Westmoreland,West Leechburg,14  ,41  ,60  ,0,80,
Bedford,Liberty Twp,13  ,32  ,78  ,0,80,
Centre,Centre Hall Boro.,15  ,25  ,171  ,0,80,
Crawford,Conneaut Twp,16  ,50  ,6  ,0,80,
Armstrong,Leechburg Boro,15  ,41  ,60  ,0,80,
Susquehanna,Herrick Twp,9  ,20  ,111  ,0,80,
Allegheny,Rankin,12  ,43  ,34  ,0,80,
Schuylkill,Mcadoo Boro,9  ,29  ,116  ,0,79,
Luzerne,Fairmount Twp,9  ,20  ,117  ,0,79,
Perry,Tyrone Twp,13  ,34  ,86  ,0,79,
York,Jacobus Boro,11  ,28  ,93  ,0,79,
Chester,Honeybrook Boro,6  ,44  ,74  ,0,79,
Huntingdon,Shirley Twp,13  ,30  ,81  ,0,78,
Tioga,Jackson Twp,15  ,23  ,68  ,0,78,
Columbia,Mt Pleasant Twp,9  ,27  ,109  ,0,78,
Berks,North Heidelberg Twp,9  ,48  ,5  ,0,78,
Beaver,White Twp,17  ,47  ,14  ,0,78,
Armstrong,Plumcreek Twp,15  ,41  ,63  ,0,78,
Beaver,Bridgewater,17  ,47  ,14  ,0,78,
Schuylkill,East Norwegian Twp,9  ,29  ,123  ,0,78,
Clinton,Wayne Twp,15  ,25  ,76  ,0,78,
Columbia,Madison Twp,9  ,27  ,109  ,0,77,
Warren,Youngsville Boro,15  ,21  ,65  ,0,77,
Clarion,Elk Twp.,15  ,21  ,63  ,0,77,
Fayette,S Connellsville Boro,14  ,32  ,52  ,0,77,
Crawford,Meadville City 3-1,16  ,50  ,6  ,0,77,
Somerset,Summit Twp,14  ,32  ,69  ,0,77,
Berks,Upper Tulpehocken Twp,9  ,48  ,124  ,0,77,
Lancaster,Sadsbury Twp,11  ,13  ,100  ,0,76,
Delaware,Upland Boro,5  ,9  ,161  ,0,76,
Columbia,Orange Twp,9  ,27  ,109  ,0,76,
Adams,Highland Twp,13  ,33  ,91  ,0,76,
Armstrong,Sugarcreek Twp,15  ,41  ,63  ,0,76,
Adams,Liberty Twp,13  ,33  ,91  ,0,76,
York,Glen Rock Boro,11  ,28  ,169  ,0,76,
Schuylkill,Ryan Twp,9  ,29  ,124  ,0,76,
Beaver,Darlington Twp,17  ,47  ,14  ,0,75,
Northampton,Tatamy Boro,7  ,18  ,137  ,0,75,
Erie,Wayne Twp.,16  ,21  ,4  ,0,75,
Lancaster,Adamstown Boro,11  ,48  ,99  ,0,75,
Washington,Township Of Independence,14  ,46  ,15  ,0,75,
Elk,Jones Twp,15  ,25  ,75  ,0,74,
Erie,Leboeuf Twp,16  ,49  ,4  ,0,74,
Bucks,Riegelsville Boro,1  ,16  ,145  ,0,74,
Centre,Liberty Twp.,15  ,25  ,82  ,0,74,
York,Dover Boro,10  ,31  ,196  ,0,74,
Schuylkill,Tremont Boro,9  ,29  ,107  ,0,73,
Columbia,Montour Twp,9  ,27  ,109  ,0,73,
Delaware,Colwyn Boro,5  ,8  ,185  ,0,73,
Bradford,Smithfield Twp,9  ,23  ,68  ,0,73,
Cambria,Patton Boro,13  ,35  ,73  ,0,73,
Bedford,Cumberland Valley Twp,13  ,32  ,78  ,0,73,
Washington,Boro Of Mcdonald,14  ,46  ,46  ,0,72,
Fulton,Ayr Twp,13  ,30  ,78  ,0,72,
Luzerne,Dennison Twp,8  ,29  ,117  ,0,72,
Fayette,Springfield Twp,14  ,32  ,52  ,0,72,
York,Wrightsville Boro,11  ,28  ,47  ,0,72,
Clearfield,Beccaria Twp.,15  ,35  ,73  ,0,72,
Erie,Albion,16  ,49  ,6  ,0,72,
Fayette,Upper Tyrone Twp,14  ,32  ,52  ,0,72,
Susquehanna,Dimock Twp,9  ,20  ,111  ,0,71,
Susquehanna,Harford Twp,9  ,20  ,111  ,0,71,
Perry,Tuscarora Twp,13  ,34  ,86  ,0,71,
Susquehanna,Great Bend Twp,9  ,20  ,111  ,0,71,
Crawford,Wayne Twp,16  ,50  ,6  ,0,71,
Adams,New Oxford,13  ,33  ,193  ,0,71,
Crawford,Oil Creek Twp,16  ,50  ,64  ,0,71,
Snyder,Washington Twp,15  ,27  ,85  ,0,71,
Bucks,Langhorne Manor Boro,1  ,6  ,142  ,0,71,
Columbia,Fishingcreek Twp,9  ,27  ,109  ,0,70,
Huntingdon,Smithfield Twp,13  ,30  ,81  ,0,70,
Lebanon,Jonestown Boro,9  ,48  ,102  ,0,70,
Columbia,Main Twp,9  ,27  ,109  ,0,70,
Clearfield,Brady Twp,15  ,35  ,75  ,0,70,
Lancaster,Drumore Twp,11  ,13  ,100  ,0,70,
Cambria,Cresson Boro,13  ,35  ,71  ,0,69,
Clarion,Washington Twp.,15  ,21  ,63  ,0,69,
Somerset,Meyersdale Boro,14  ,32  ,69  ,0,69,
Chester,Highland Twp,6  ,19  ,13  ,0,69,
Armstrong,Freeport Boro,15  ,41  ,60  ,0,69,
Lawrence,New Beaver Boro,16  ,47  ,8  ,0,69,
Beaver,West Mayfield Boro,17  ,47  ,14  ,0,68,
Bedford,Everett Boro,13  ,32  ,78  ,0,68,
Susquehanna,Susquehanna Boro,9  ,20  ,111  ,0,68,
Allegheny,Neville,17  ,42  ,45  ,0,68,
Perry,Greenwood Twp,13  ,34  ,86  ,0,68,
Berks,Perry Twp,4  ,48  ,5  ,0,67,
Columbia,South Centre,9  ,27  ,109  ,0,67,
Erie,Amity Twp,16  ,49  ,4  ,0,67,
Allegheny,Heidelberg,17  ,37  ,27  ,0,67,
Mckean,Eldred Twp,15  ,25  ,67  ,0,67,
Clarion,Beaver Twp.,15  ,21  ,63  ,0,67,
Centre,Snow Shoe Twp.,15  ,25  ,82  ,0,67,
Mercer,Findley,16  ,50  ,17  ,0,67,
Perry,Liverpool Twp,13  ,34  ,86  ,0,67,
Crawford,Richmond Twp,16  ,50  ,65  ,0,67,
Columbia,Locust Twp,9  ,27  ,109  ,0,66,
Warren,Columbus Twp,15  ,21  ,65  ,0,66,
Warren,Sheffield Twp,15  ,21  ,65  ,0,66,
Washington,Township Of Hopewell,14  ,46  ,15  ,0,66,
Somerset,Milford Twp,14  ,32  ,69  ,0,66,
Susquehanna,Jackson Twp,9  ,20  ,111  ,0,66,
Greene,Perry Twp,14  ,46  ,50  ,0,66,
Venango,Irwin Twp,16  ,21  ,64  ,0,66,
Clinton,Mill Hall Boro,15  ,25  ,76  ,0,65,
Allegheny,Leetsdale,17  ,37  ,44  ,0,65,
Bradford,South Waverly Boro,9  ,23  ,110  ,0,65,
Delaware,Eddystone Boro,5  ,9  ,159  ,0,65,
Northampton,West Easton,7  ,18  ,136  ,0,65,
Allegheny,Whitaker,12  ,45  ,35  ,0,65,
Crawford,Vernon Twp 1,16  ,50  ,6  ,0,65,
Clinton,Porter Twp,15  ,25  ,76  ,0,65,
Beaver,Freedom Boro,17  ,47  ,16  ,0,65,
Erie,Concord Twp,16  ,21  ,4  ,0,65,
Warren,Sugar Grove Twp,15  ,21  ,65  ,0,65,
Somerset,Lincoln Twp,14  ,32  ,69  ,0,64,
Allegheny,Chalfant,12  ,43  ,34  ,0,64,
Snyder,Center Twp,15  ,27  ,85  ,0,64,
Northumberland,Rockefeller Twp,9  ,27  ,108  ,0,64,
Perry,Juniata Twp,13  ,34  ,86  ,0,64,
Luzerne,White Haven Boro,8  ,29  ,117  ,0,64,
Delaware,Rutledge Boro,5  ,26  ,162  ,0,64,
Carbon,Packer Twp,7  ,29  ,122  ,0,64,
Erie,Waterford Boro,16  ,49  ,4  ,0,63,
Berks,District Twp,4  ,24  ,130  ,0,63,
Luzerne,Pringle Boro,8  ,20  ,120  ,0,63,
Allegheny,Lincoln,12  ,45  ,35  ,0,63,
Schuylkill,North Union Twp,9  ,29  ,116  ,0,63,
Franklin,Lurgan Twp,13  ,33  ,81  ,0,63,
Somerset,Elk Lick Twp,14  ,32  ,69  ,0,63,
Mckean,Smethport Boro,15  ,25  ,67  ,0,63,
Washington,Boro Of Houston,14  ,46  ,46  ,0,63,
Washington,Twp. Of West Bethlehem,14  ,46  ,50  ,0,63,
Susquehanna,Gibson Twp,9  ,20  ,111  ,0,62,
Clinton,Flemington Boro,15  ,25  ,76  ,0,62,
Dauphin,Wayne Twp,10  ,34  ,125  ,0,62,
Elk,Horton Twp,15  ,25  ,75  ,0,62,
Mercer,Wilmington,16  ,50  ,17  ,0,62,
Huntingdon,Oneida Twp,13  ,30  ,81  ,0,62,
Crawford,Cambridge Springs Boro,16  ,50  ,65  ,0,62,
Snyder,Jackson Twp,15  ,27  ,85  ,0,62,
Pike,Porter Twp,8  ,20  ,189  ,0,62,
Blair,Woodbury Twp,13  ,30  ,80  ,0,62,
Crawford,Union Twp,16  ,50  ,6  ,0,62,
Clearfield,Penn Twp,15  ,35  ,75  ,0,61,
Lawrence,Ellport Boro,16  ,47  ,8  ,0,61,
Crawford,Greenwood Twp,16  ,50  ,6  ,0,61,
Snyder,Franklin Twp,15  ,27  ,85  ,0,61,
Clarion,Knox Twp.,15  ,21  ,63  ,0,61,
Bedford,Londonderry Twp,13  ,32  ,78  ,0,61,
Westmoreland,St Clair Twp,14  ,41  ,59  ,0,61,
Columbia,Benton Twp,9  ,27  ,109  ,0,60,
Mckean,Lafayette Twp,15  ,25  ,67  ,0,60,
Tioga,Sullivan Twp,15  ,23  ,68  ,0,60,
Franklin,West-End Shippensburg,13  ,33  ,81  ,0,60,
Bradford,Wells Twp,9  ,23  ,68  ,0,60,
York,North York Boro,10  ,28  ,95  ,0,59,
Adams,Freedom Twp,13  ,33  ,91  ,0,59,
Schuylkill,Mahanoy Twp,9  ,29  ,116  ,0,59,
Luzerne,Yatesville Boro,8  ,22  ,118  ,0,59,
Crawford,Cochranton Boro,16  ,50  ,6  ,0,59,
Clearfield,Gulich Twp,15  ,35  ,73  ,0,59,
Mercer,Jackson,16  ,50  ,17  ,0,59,
Allegheny,Sewickley Hl,17  ,37  ,44  ,0,59,
Washington,Boro Of Burgettstown,14  ,46  ,15  ,0,58,
Berks,Leesport Boro,4  ,48  ,5  ,0,58,
Schuylkill,Kline Twp,9  ,29  ,116  ,0,58,
Adams,Bonneauville,13  ,33  ,91  ,0,58,
Mercer,Perry,16  ,50  ,17  ,0,58,
Tioga,Elkland Boro,15  ,23  ,68  ,0,58,
Union,Limestone Twsp,15  ,23  ,76  ,0,58,
Westmoreland,Avonmore,14  ,41  ,55  ,0,57,
Snyder,Perry Twp,15  ,27  ,85  ,0,57,
Northampton,Stockertown Boro,7  ,18  ,138  ,0,57,
Somerset,Indian Lake Boro,14  ,32  ,69  ,0,57,
Adams,East Berlin,13  ,33  ,193  ,0,57,
Clinton,Dunnstable Twp,15  ,25  ,76  ,0,57,
Venango,Cherrytree Twp,15  ,21  ,64  ,0,57,
Washington,Township Of Cross Creek,14  ,46  ,15  ,0,57,
York,Loganville Boro,11  ,28  ,93  ,0,57,
Union,Hartley Twsp,15  ,23  ,76  ,0,57,
Huntingdon,Penn Twp,13  ,30  ,81  ,0,56,
Huntingdon,Cromwell Twp,13  ,30  ,81  ,0,56,
Greene,Washington Twp,14  ,46  ,50  ,0,56,
Warren,Mead Twp,15  ,21  ,65  ,0,56,
Fulton,Bethel Twp,13  ,30  ,78  ,0,56,
Columbia,Cleveland Twp,9  ,27  ,109  ,0,56,
Crawford,East Fallowfield Twp,16  ,50  ,6  ,0,56,
Bucks,Ivyland Boro,1  ,6  ,144  ,0,56,
Adams,Biglerville,13  ,33  ,193  ,0,56,
Allegheny,Elizabeth Br,12  ,45  ,39  ,0,55,
Lancaster,Fulton Twp,11  ,13  ,100  ,0,55,
Somerset,Middlecreek Twp,14  ,32  ,69  ,0,55,
Centre,Milesburg Boro.,15  ,25  ,82  ,0,55,
Perry,Buffalo Twp,13  ,34  ,86  ,0,55,
Greene,Monongahela Twp,14  ,46  ,50  ,0,55,
Bradford,Monroe Twp,9  ,23  ,68  ,0,54,
Tioga,Lawrence Twp,15  ,23  ,68  ,0,54,
Bedford,Woodbury Twp South,13  ,32  ,78  ,0,54,
Columbia,Catawissa Boro,9  ,27  ,109  ,0,54,
Somerset,Paint Boro,14  ,32  ,71  ,0,54,
Schuylkill,Cressona Boro,9  ,29  ,123  ,0,54,
Bradford,Wyalusing Twp,9  ,23  ,110  ,0,54,
Clinton,Castanea Twp,15  ,25  ,76  ,0,54,
Luzerne,Courtdale Boro,8  ,20  ,120  ,0,54,
Fayette,Belle Vernon Boro,14  ,32  ,52  ,0,54,
Cambria,Gallitzin Twp,13  ,35  ,71  ,0,54,
Cambria,Gallitzin Boro,13  ,35  ,71  ,0,54,
Cambria,Reade Twp,13  ,35  ,71  ,0,54,
Bucks,Silverdale Boro,1  ,16  ,143  ,0,54,
Cambria,Carrolltown Boro,13  ,35  ,73  ,0,53,
Delaware,Trainer Boro,5  ,9  ,159  ,0,53,
Allegheny,Pennsbury Vlg,17  ,37  ,45  ,0,53,
Schuylkill,Union Twp,9  ,29  ,116  ,0,53,
Jefferson,Eldred Twp,15  ,25  ,66  ,0,53,
Clarion,Madison Twp.,15  ,21  ,63  ,0,53,
Berks,Perry Twp,9  ,48  ,5  ,0,53,
Franklin,Mont Alto Boro,13  ,33  ,90  ,0,53,
Armstrong,Bethel Twp,15  ,41  ,60  ,0,53,
Franklin,Mercersburg Boro,13  ,33  ,90  ,0,53,
Potter,Galeton Boro,15  ,25  ,67  ,0,53,
Columbia,Catawissa Twp,9  ,27  ,109  ,0,53,
Crawford,East Mead Twp,16  ,50  ,6  ,0,52,
Washington,Township Of Jefferson,14  ,46  ,15  ,0,52,
Lancaster,Eden Twp,11  ,13  ,100  ,0,52,
Cambria,Elder Twp,13  ,35  ,73  ,0,52,
Washington,Boro Of North Charleroi,14  ,46  ,50  ,0,52,
Lancaster,Salisbury Twp,11  ,13  ,99  ,0,52,
Snyder,Union Twp,15  ,27  ,85  ,0,52,
Schuylkill,New Philadelphia Boro,9  ,29  ,123  ,0,52,
Lebanon,West Lebanon Twp,9  ,48  ,101  ,0,52,
Northumberland,Lower Mahanoy Twp,9  ,27  ,107  ,0,52,
Crawford,Venango Twp,16  ,50  ,65  ,0,51,
Northampton,East Bangor,7  ,18  ,138  ,0,51,
Luzerne,Nescopeck Boro,9  ,27  ,117  ,0,51,
Centre,Howard Twp.,15  ,25  ,82  ,0,51,
Tioga,Middlebury Twp,15  ,23  ,68  ,0,51,
Bradford,Wilmot Twp,9  ,23  ,110  ,0,51,
Columbia,Pine Twp,9  ,27  ,109  ,0,51,
Perry,Newport Boro,13  ,34  ,86  ,0,50,
Clearfield,Bigler Twp,15  ,35  ,73  ,0,50,
Perry,Watts Twp,13  ,34  ,86  ,0,50,
York,Mt. Wolf Boro,10  ,31  ,47  ,0,50,
Susquehanna,Franklin Twp,9  ,20  ,111  ,0,50,
Centre,Miles Twp.,15  ,25  ,171  ,0,50,
Clearfield,Graham Twp,15  ,35  ,73  ,0,50,
Fayette,Point Marion Boro,14  ,32  ,51  ,0,50,
Fulton,Todd Twp,13  ,30  ,78  ,0,50,
Bedford,East Providence Twp,13  ,32  ,78  ,0,50,
Beaver,Marion Twp,17  ,47  ,14  ,0,49,
Mercer,Sandy Lake Twp,16  ,50  ,17  ,0,49,
Bedford,Colerain Twp,13  ,32  ,78  ,0,49,
Cambria,West Taylor Twp,13  ,35  ,72  ,0,49,
Bedford,Harrison Twp,13  ,32  ,78  ,0,49,
Sullivan,Laporte Twp,9  ,23  ,84  ,0,49,
Crawford,Troy Twp,16  ,50  ,64  ,0,49,
Allegheny,Glen Osborne,17  ,37  ,44  ,0,49,
Schuylkill,Girardville Boro,9  ,29  ,123  ,0,49,
Juniata,Delaware,13  ,30  ,86  ,0,49,
Clearfield,Huston Twp,15  ,35  ,75  ,0,49,
Schuylkill,Walker Twp,9  ,29  ,124  ,0,49,
Warren,Pittsfield Twp,15  ,21  ,65  ,0,49,
Crawford,Randolph Twp,16  ,50  ,6  ,0,49,
Delaware,Marcus Hook Boro,5  ,9  ,159  ,0,48,
Clearfield,Burnside Twp,15  ,35  ,73  ,0,48,
Venango,Pinegrove Twp,15  ,21  ,64  ,0,48,
Luzerne,Hollenback Twp,9  ,27  ,117  ,0,48,
Lebanon,Richland Boro,9  ,48  ,102  ,0,48,
Bradford,Troy Boro,9  ,23  ,68  ,0,48,
Fayette,Lower Tyrone Twp,14  ,32  ,52  ,0,48,
Berks,Exeter Twp,4  ,11  ,128  ,0,48,
Bradford,Rome Twp,9  ,23  ,110  ,0,48,
Fulton,Taylor Twp,13  ,30  ,78  ,0,47,
Cambria,Hastings Boro,13  ,35  ,73  ,0,47,
Greene,Center Twp,14  ,46  ,50  ,0,47,
Somerset,Boswell Boro,14  ,32  ,69  ,0,47,
Westmoreland,Oklahoma,14  ,41  ,55  ,0,47,
Bucks,Hulmeville Boro,1  ,6  ,18  ,0,47,
Beaver,Potter Twp,17  ,47  ,15  ,0,47,
Beaver,Patterson Heights,17  ,47  ,14  ,0,47,
Montour,Anthony Twp,9  ,27  ,108  ,0,47,
Susquehanna,Forest Lake Twp,9  ,20  ,111  ,0,47,
Venango,Canal Twp,16  ,21  ,64  ,0,47,
Clarion,Redbank Twp,15  ,21  ,63  ,0,46,
Clarion,Porter Twp,15  ,21  ,63  ,0,46,
Berks,Bally Boro,4  ,24  ,130  ,0,46,
Bradford,Orwell Twp,9  ,23  ,110  ,0,46,
Bradford,South Creek Twp,9  ,23  ,68  ,0,46,
Columbia,Conyngham Twp,9  ,27  ,109  ,0,46,
Somerset,Addison Twp,14  ,32  ,69  ,0,46,
Bucks,Richlandtown Boro,1  ,16  ,145  ,0,46,
Bucks,Trumbauersville Boro,1  ,16  ,145  ,0,46,
Allegheny,Rosslyn Farm,17  ,37  ,27  ,0,46,
Forest,Jenks Twp,15  ,21  ,65  ,0,46,
Cambria,Middle Taylor Townsp,13  ,35  ,72  ,0,46,
Potter,Eulalia Twp,15  ,25  ,67  ,0,45,
York,New Salem Boro,11  ,28  ,196  ,0,45,
Armstrong,West Kittanning Boro,15  ,41  ,60  ,0,45,
Susquehanna,Choconut Twp,9  ,20  ,111  ,0,45,
Clinton,Avis Boro,15  ,25  ,76  ,0,45,
Perry,Bloomfield Boro,13  ,34  ,86  ,0,45,
Bradford,Warren Twp,9  ,23  ,110  ,0,45,
Jefferson,Henderson Twp,15  ,41  ,66  ,0,45,
Tioga,Liberty Twp,15  ,23  ,68  ,0,45,
Huntingdon,Henderson Twp,13  ,30  ,81  ,0,45,
Schuylkill,Schuylkill Twp,9  ,29  ,124  ,0,45,
Tioga,Blossburg Boro,15  ,23  ,68  ,0,45,
Bradford,Litchfield Twp,9  ,23  ,110  ,0,44,
Columbia,Millville Boro,9  ,27  ,109  ,0,44,
Northumberland,Watsontown Boro,9  ,27  ,108  ,0,44,
Mercer,Wolf Creek,16  ,50  ,17  ,0,44,
Franklin,Fannett Twp,13  ,33  ,81  ,0,44,
